Airport,Degree,Strength,Clustering Coefficient,Average Path Length,Maximum Path Length,Betweenness,Eigenvector Centrality,PageRank
HUN,3,24016.5,1.00000000,4.06661139,11,0.00000000,0.00053837,0.00024652
HUQ,2,170.0,1.00000000,4.44029851,12,0.00000000,0.00090519,0.00004667
HUS,2,133.0,1.00000000,4.89469320,13,0.00000000,0.00002639,0.00007765
HUU,1,56.0,0.00000000,4.27915976,12,0.00000000,0.00042254,0.00004248
HUV,1,80.0,0.00000000,4.07158651,12,0.00000000,0.00153227,0.00004242
HUX,3,2680.0,1.00000000,4.14234384,12,0.00000000,0.00097105,0.00007319
HUY,3,2790.0,0.66666667,3.60779436,11,0.00000826,0.00650784,0.00007038
HVA,2,38.0,1.00000000,5.56688778,13,0.00000000,0.00000500,0.00006605
HVB,3,1058.0,0.66666667,4.33609729,10,0.00000005,0.00019451,0.00009522
HVD,1,200.0,0.00000000,4.62216694,12,0.00000000,0.00009986,0.00007240
HVG,3,1110.0,1.00000000,6.26616915,14,0.00000000,0.00000044,0.00015164
HVN,2,1924.0,1.00000000,3.98922056,12,0.00000000,0.00343220,0.00005381
HVR,1,192.0,0.00000000,5.89994472,14,0.00000000,0.00000151,0.00009545
HWN,2,924.0,0.00000000,4.99889442,12,0.00000040,0.00002804,0.00009982
HYA,4,2713.0,0.83333333,3.70259812,12,0.00001078,0.00455065,0.00012544
HYD,12,23626.0,0.45454545,3.87562189,10,0.00015687,0.00343802,0.00045972
HYF,2,114.0,0.00000000,5.73576562,11,0.00110444,0.00000055,0.00011713
HYL,1,216.0,0.00000000,4.96379215,13,0.00000000,0.00002119,0.00007035
HYN,4,2032.0,0.83333333,3.95190713,11,0.00000009,0.00160255,0.00006388
HYS,4,969.0,0.50000000,4.18076285,12,0.00001361,0.00219791,0.00010579
HZG,1,150.0,0.00000000,4.61912659,12,0.00000000,0.00014900,0.00004330
IAM,3,496.0,0.66666667,4.44555003,12,0.00000005,0.00077264,0.00006219
IAN,3,470.0,1.00000000,5.20342731,13,0.00000000,0.00000527,0.00016723
IAS,2,234.0,1.00000000,4.26368159,12,0.00000000,0.00115533,0.00006996
IBE,6,2816.0,0.66666667,4.26091763,12,0.00000153,0.00063318,0.00011075
IBI,4,108.0,0.50000000,5.72747374,11,0.00027629,0.00000058,0.00015032
IBZ,11,15698.0,0.87272727,3.65201769,11,0.00000046,0.01863550,0.00017460
ICI,1,8.0,0.00000000,5.41625207,12,0.00000000,0.00000238,0.00004342
ICT,11,21210.0,1.00000000,3.69154229,12,0.00000000,0.01586949,0.00018481
IDA,2,3781.0,1.00000000,4.35157546,12,0.00000000,0.00108232,0.00007319
IDN,2,96.0,0.00000000,5.72332781,11,0.00331308,0.00000059,0.00014556
IDR,3,4548.0,1.00000000,4.08098397,11,0.00000000,0.00161036,0.00014062
IEV,59,35939.0,0.34307423,3.26340520,11,0.00225917,0.06448962,0.00080254
IFJ,2,976.0,1.00000000,4.32255390,12,0.00000000,0.00048836,0.00006936
IFN,9,8681.0,0.50000000,4.11746821,11,0.00008711,0.00191309,0.00026937
IFO,1,240.0,0.00000000,4.26285240,12,0.00000000,0.00114528,0.00004602
IFP,2,380.0,1.00000000,4.18601437,12,0.00000000,0.00129580,0.00005455
IGA,3,187.5,0.66666667,4.17716971,12,0.00000540,0.00145502,0.00007175
IGG,1,24.0,0.00000000,6.20729685,14,0.00000000,0.00000009,0.00009781
IGM,1,342.0,0.00000000,5.18518519,13,0.00000000,0.00002262,0.00009410
IGR,1,4321.0,0.00000000,4.10696517,12,0.00000000,0.00064446,0.00012731
IGU,3,7678.0,1.00000000,4.09756772,12,0.00000000,0.00098471,0.00014726
IHU,2,114.0,0.00000000,5.73742399,11,0.00018429,0.00000054,0.00014378
IIS,2,51.0,1.00000000,5.73217247,11,0.00000000,0.00000111,0.00006298
IKO,1,12.0,0.00000000,5.21227197,13,0.00000000,0.00000505,0.00004348
IKT,13,5967.0,0.28205128,3.83167496,11,0.00003890,0.00467036,0.00021365
ILE,3,3758.0,1.00000000,3.93117745,12,0.00000000,0.00354917,0.00006675
ILI,5,159.0,0.20000000,4.21393035,12,0.00221055,0.00027887,0.00021210
ILM,4,8130.0,1.00000000,3.87285793,12,0.00000000,0.00635469,0.00009535
ILO,3,11119.5,0.66666667,4.11857380,10,0.00000015,0.00054328,0.00020509
ILP,1,1872.0,0.00000000,4.63239359,11,0.00000000,0.00005595,0.00016999
ILY,1,396.0,0.00000000,4.35931454,12,0.00000000,0.00060219,0.00004555
IMF,5,1693.0,0.40000000,4.38225539,11,0.00000046,0.00023113,0.00014120
IMP,4,1872.0,0.66666667,4.92288557,13,0.00001053,0.00008361,0.00008819
IMT,1,540.0,0.00000000,3.80735213,12,0.00000000,0.00245340,0.00004496
INC,4,6129.0,0.66666667,3.95163074,11,0.00005223,0.00155623,0.00012016
IND,40,128715.5,0.72307692,3.41708126,11,0.00004909,0.04854036,0.00090931
ING,3,268.0,0.33333333,5.10005528,13,0.00018349,0.00001257,0.00010670
INL,2,952.0,0.00000000,5.04339414,13,0.00000025,0.00004920,0.00009310
INN,6,6902.0,0.86666667,3.55776672,11,0.00000238,0.01467004,0.00010956
INU,4,840.0,0.33333333,4.20315091,10,0.00009569,0.00029565,0.00013851
INV,5,4595.0,0.50000000,3.62576009,11,0.00116975,0.00466588,0.00016392
INZ,4,545.0,1.00000000,4.44499724,12,0.00000000,0.00079013,0.00006734
IOA,3,2190.0,1.00000000,4.03952460,11,0.00000000,0.00268535,0.00007214
IOM,12,11520.0,0.57575758,3.62216694,11,0.00002722,0.00998172,0.00015901
IOP,3,48.0,0.33333333,5.73576562,11,0.00082461,0.00000054,0.00016164
IOS,3,6462.0,1.00000000,4.09646213,12,0.00000000,0.00106107,0.00013001
IPA,4,47.0,0.66666667,5.07407407,11,0.00027624,0.00001844,0.00008406
IPC,2,1150.0,0.00000000,4.20591487,12,0.00010288,0.00040272,0.00008530
IPH,2,2356.0,1.00000000,4.00442233,11,0.00000000,0.00094222,0.00007301
IPI,2,587.0,0.00000000,4.99530127,13,0.00001776,0.00004959,0.00008146
IPL,1,960.0,0.00000000,3.73079049,11,0.00000000,0.00182051,0.00004876
IPN,2,1450.0,1.00000000,4.09784411,12,0.00000000,0.00096770,0.00006151
IPT,2,1675.0,1.00000000,4.11083472,12,0.00000000,0.00301219,0.00005389
IQM,1,28.5,0.00000000,5.67910448,13,0.00000000,0.00000222,0.00007459
IQQ,5,16944.5,0.40000000,4.48341625,13,0.00005202,0.00046225,0.00036586
IQT,4,4949.0,0.50000000,4.27833057,12,0.00000023,0.00044575,0.00015371
IRA,4,95.0,0.33333333,5.28275290,10,0.00055302,0.00000434,0.00021635
IRC,2,45.0,0.00000000,4.89469320,13,0.00027640,0.00002583,0.00009681
IRG,2,63.0,1.00000000,4.46406855,10,0.00000000,0.00008989,0.00006830
IRJ,3,1970.0,1.00000000,4.10641238,12,0.00000000,0.00071652,0.00010607
IRK,1,264.0,0.00000000,4.38197899,12,0.00000000,0.00093913,0.00004323
ISA,6,2445.0,0.33333333,4.32006633,10,0.00243116,0.00028424,0.00026613
ISB,33,36230.5,0.33522727,3.23825318,10,0.00493766,0.03216932,0.00085392
ISE,2,158.0,1.00000000,3.98037590,12,0.00000000,0.00193959,0.00007402
ISG,10,22547.0,0.35555556,3.76920951,11,0.00141241,0.00318469,0.00032160
ISN,1,247.0,0.00000000,5.18407960,13,0.00000000,0.00002175,0.00009395
ISP,16,31843.0,0.76666667,3.70563847,12,0.00003679,0.01803795,0.00023766
IST,116,194081.0,0.20134933,2.98120509,11,0.01495763,0.10727655,0.00318641
ITB,4,705.0,0.16666667,5.89386401,14,0.00058618,0.00000346,0.00017806
ITH,6,5810.5,0.86666667,3.68380321,12,0.00000430,0.00938467,0.00009276
ITK,2,32.0,0.00000000,5.73687120,11,0.00000066,0.00000108,0.00010297
ITO,3,24643.5,1.00000000,4.11663903,11,0.00000000,0.00080331,0.00026822
IUE,2,266.0,1.00000000,4.24682145,11,0.00000000,0.00022642,0.00005314
IVA,2,38.0,0.00000000,5.42592593,12,0.00000008,0.00000672,0.00006305
IVC,2,2618.0,1.00000000,4.56440022,11,0.00000000,0.00007607,0.00009780
IVL,1,2002.0,0.00000000,4.12962963,12,0.00000000,0.00111113,0.00006653
IVR,3,342.0,1.00000000,5.18242123,11,0.00000000,0.00001437,0.00005934
IVW,2,5.0,0.00000000,5.34798231,12,0.00075647,0.00000396,0.00009547
IWD,1,228.0,0.00000000,4.04615810,12,0.00000000,0.00138299,0.00004330
IWJ,2,3486.0,1.00000000,3.77584301,11,0.00000000,0.00224523,0.00006931
IXA,2,2019.0,1.00000000,4.38308458,11,0.00000000,0.00022010,0.00008733
IXB,3,2085.0,1.00000000,4.11083472,11,0.00000000,0.00102652,0.00008959
IXC,3,847.0,0.66666667,4.11967938,11,0.00000008,0.00086077,0.00006230
IXE,2,3318.0,1.00000000,4.12133776,11,0.00000000,0.00087457,0.00009182
IXJ,3,4172.0,1.00000000,4.11967938,11,0.00000000,0.00083639,0.00015609
IXL,4,952.0,0.66666667,4.11940299,11,0.00000015,0.00085141,0.00006810
IXM,2,1639.0,1.00000000,4.11415146,11,0.00000000,0.00112573,0.00006530
IXR,1,1015.0,0.00000000,5.10917634,12,0.00000000,0.00001894,0.00007196
IXS,2,1071.0,1.00000000,4.38308458,11,0.00000000,0.00020577,0.00008215
IXU,1,1869.0,0.00000000,4.12161415,11,0.00000000,0.00077509,0.00007024
IXZ,2,1925.0,1.00000000,4.31343284,11,0.00000000,0.00055230,0.00007292
IYK,1,570.0,0.00000000,3.73079049,11,0.00000000,0.00182051,0.00004580
IZM,18,24534.0,0.66666667,3.52459923,11,0.00005086,0.03015418,0.00038790
IZO,5,11774.0,0.60000000,3.77307905,11,0.00000628,0.00290547,0.00015284
IZT,1,576.0,0.00000000,4.14289663,12,0.00000000,0.00092595,0.00004746
JAC,2,2324.0,1.00000000,4.14151465,12,0.00000000,0.00203542,0.00006076
JAG,3,132.0,1.00000000,4.41017137,11,0.00000000,0.00047402,0.00005292
JAI,6,6608.0,0.53333333,4.07075732,11,0.00039977,0.00185557,0.00019499
JAL,1,336.0,0.00000000,4.14289663,12,0.00000000,0.00092595,0.00004496
JAN,17,30899.0,0.72058824,3.68905473,12,0.00001219,0.01835030,0.00024814
JAQ,4,311.5,0.50000000,5.72415699,11,0.00037134,0.00000115,0.00019725
JAT,3,47.0,0.66666667,5.09867330,12,0.00000068,0.00001018,0.00009573
JAU,2,240.0,1.00000000,4.27888336,12,0.00000000,0.00043018,0.00005435
JAV,7,911.0,0.23809524,4.88446656,12,0.00248605,0.00003393,0.00042617
JAX,26,80974.5,0.80923077,3.55583195,12,0.00009747,0.03373222,0.00056948
JBR,1,208.0,0.00000000,4.95826423,13,0.00000000,0.00003154,0.00008168
JCH,2,138.0,1.00000000,5.88363737,13,0.00000000,0.00000062,0.00011960
JCK,2,114.0,0.00000000,5.33139856,11,0.00022462,0.00000351,0.00010305
JCR,1,27.0,0.00000000,6.89331122,15,0.00000000,0.00000006,0.00004726
JCU,1,180.0,0.00000000,4.39883914,12,0.00000000,0.00109878,0.00004304
JDF,1,776.0,0.00000000,4.09867330,12,0.00000000,0.00093742,0.00005160
JDH,2,1666.0,1.00000000,5.06965174,12,0.00000000,0.00004732,0.00009568
JDO,4,960.0,0.50000000,4.56854616,12,0.00000810,0.00022770,0.00006752
JDZ,3,680.0,1.00000000,3.94389165,11,0.00000000,0.00206814,0.00004872
JED,82,148078.0,0.19301415,3.09618574,10,0.01295751,0.05456817,0.00277927
JEE,1,220.5,0.00000000,4.61995578,13,0.00000000,0.00012986,0.00004633
JEG,4,530.0,0.50000000,4.88529574,12,0.00027673,0.00003451,0.00021920
JEJ,2,38.0,1.00000000,5.09894970,12,0.00000000,0.00001000,0.00006515
JER,19,17859.0,0.29824561,3.55693753,11,0.00037908,0.01678007,0.00027535
JFR,1,46.0,0.00000000,5.91459370,13,0.00000000,0.00000058,0.00010466
JGA,2,833.0,1.00000000,4.12133776,11,0.00000000,0.00078910,0.00006782
JGN,2,765.0,1.00000000,4.93062465,12,0.00000000,0.00006791,0.00005561
JGO,3,138.0,0.66666667,5.88308458,13,0.00000013,0.00000123,0.00011848
JGR,2,92.0,0.00000000,4.91514649,12,0.00055294,0.00003293,0.00014840
JHB,7,13660.0,0.23809524,3.98949696,11,0.00002893,0.00130134,0.00024905
JHG,4,12702.0,0.50000000,3.94637922,11,0.00012192,0.00134102,0.00021310
JHM,3,2149.0,1.00000000,4.11663903,11,0.00000000,0.00080331,0.00006152
JHS,4,506.0,0.66666667,4.88446656,12,0.00000083,0.00003568,0.00015425
JHW,1,760.0,0.00000000,4.14621338,12,0.00000000,0.00142268,0.00004738
JIA,4,153.0,0.33333333,5.08208955,13,0.00110558,0.00001965,0.00017151
JIB,14,4011.5,0.29670330,3.80071863,11,0.00225802,0.00487432,0.00031247
JIJ,3,400.0,1.00000000,5.42675511,13,0.00000000,0.00000783,0.00014172
JIK,1,236.0,0.00000000,4.04256495,11,0.00000000,0.00153900,0.00004483
JIL,1,316.0,0.00000000,4.07573245,11,0.00000000,0.00066519,0.00004453
JIM,6,884.0,0.26666667,4.42868988,12,0.00248614,0.00035102,0.00035112
JIW,4,88.0,1.00000000,4.40961857,11,0.00000000,0.00049101,0.00005071
JJN,7,5327.0,0.47619048,4.05389718,11,0.00002093,0.00127013,0.00012567
JJU,4,310.5,0.66666667,4.91487009,12,0.00000015,0.00003473,0.00021908
JKG,4,3447.0,0.83333333,3.89579878,11,0.00000005,0.00421778,0.00008139
JKH,3,1782.0,1.00000000,4.04063018,11,0.00000000,0.00235791,0.00006706
JKR,1,308.0,0.00000000,4.54643449,11,0.00000000,0.00023721,0.00004961
JKT,38,158648.5,0.17354196,3.42841349,10,0.01039510,0.01217206,0.00299531
JLN,4,1780.0,0.66666667,3.94029851,12,0.00000258,0.00427292,0.00006069
JMK,1,486.0,0.00000000,4.04256495,11,0.00000000,0.00153900,0.00004840
JMO,1,133.0,0.00000000,5.54477612,12,0.00000000,0.00000421,0.00005076
JMS,2,722.0,0.00000000,4.04560531,12,0.00055294,0.00138343,0.00012493
JMU,1,138.0,0.00000000,3.99917081,11,0.00000000,0.00113123,0.00004296
JNB,84,206233.0,0.12679289,3.01271421,10,0.03850001,0.05635685,0.00498686
JNN,3,115.0,1.00000000,4.91514649,12,0.00000000,0.00003415,0.00012397
JNS,2,207.0,1.00000000,4.91542289,12,0.00000000,0.00003354,0.00014348
JNU,18,11595.0,0.03921569,3.90740741,12,0.00767005,0.00146567,0.00131910
JNX,2,550.0,0.00000000,4.04201216,11,0.00055294,0.00153949,0.00011086
JNZ,1,316.0,0.00000000,4.07573245,11,0.00000000,0.00066519,0.00004453
JOE,2,3340.0,1.00000000,4.12935323,12,0.00000000,0.00113122,0.00009071
JOG,4,8417.0,0.83333333,4.35516860,11,0.00000088,0.00043396,0.00018826
JOI,5,9050.0,0.80000000,4.09590934,12,0.00000040,0.00104967,0.00018720
JON,2,230.0,1.00000000,4.10972913,11,0.00000000,0.00054772,0.00011286
JOS,3,244.0,0.33333333,4.33969044,12,0.00055294,0.00067152,0.00009968
JPA,4,5719.0,0.66666667,4.89552239,13,0.00000085,0.00018885,0.00012578
JPR,1,648.0,0.00000000,6.08236595,14,0.00000000,0.00000034,0.00010960
JQA,3,182.0,0.66666667,5.88336097,13,0.00000008,0.00000062,0.00015089
JQE,2,57.0,1.00000000,4.37700387,12,0.00000000,0.00038809,0.00007324
JRH,3,782.0,0.66666667,4.38280818,11,0.00000008,0.00020948,0.00008706
JRN,2,54.0,1.00000000,6.08126036,14,0.00000000,0.00000036,0.00011721
JRO,11,4511.0,0.47272727,3.61359867,11,0.00103306,0.00530249,0.00028180
JRS,3,486.0,1.00000000,4.05389718,12,0.00000000,0.00154606,0.00004828
JSA,1,357.0,0.00000000,5.11967938,12,0.00000000,0.00001437,0.00005573
JSH,1,36.0,0.00000000,4.04256495,11,0.00000000,0.00153900,0.00004197
JSR,1,2111.0,0.00000000,4.22415699,11,0.00000000,0.00048673,0.00007981
JST,2,990.0,1.00000000,4.14593698,12,0.00000000,0.00144933,0.00006197
JSU,3,396.0,1.00000000,4.88501935,12,0.00000000,0.00003508,0.00012770
JSY,1,450.0,0.00000000,4.04256495,11,0.00000000,0.00153900,0.00004789
JTR,1,1988.0,0.00000000,4.04256495,11,0.00000000,0.00153900,0.00006986
JTY,1,200.0,0.00000000,5.04145937,12,0.00000000,0.00002734,0.00007573
JUA,2,45.0,1.00000000,5.08264234,13,0.00000000,0.00001964,0.00006383
JUB,1,107.0,0.00000000,4.55666114,12,0.00000000,0.00027917,0.00004545
JUJ,2,2230.0,1.00000000,4.10641238,12,0.00000000,0.00065932,0.00009027
JUL,1,4826.0,0.00000000,5.27722499,13,0.00000000,0.00000789,0.00014033
JUV,2,132.0,1.00000000,5.88363737,13,0.00000000,0.00000061,0.00011455
JUZ,3,410.0,1.00000000,3.95301271,11,0.00000000,0.00149910,0.00004601
JVA,2,57.0,0.00000000,6.57573245,14,0.00055294,0.00000010,0.00018769
JYV,2,4538.0,1.00000000,4.02294085,12,0.00000000,0.00264340,0.00009804
KAA,2,84.0,0.00000000,5.00663350,12,0.00055294,0.00001890,0.00013164
KAB,2,924.0,0.00000000,4.47097844,12,0.00004576,0.00021262,0.00009809
KAC,1,216.0,0.00000000,4.39303483,12,0.00000000,0.00093032,0.00004507
KAD,1,61.0,0.00000000,5.33913765,13,0.00000000,0.00001193,0.00006265
KAE,2,227.5,1.00000000,4.90630182,13,0.00000000,0.00002652,0.00006612
KAG,2,7445.0,1.00000000,3.83775567,11,0.00000000,0.00118030,0.00010624
KAJ,1,2336.0,0.00000000,4.12962963,12,0.00000000,0.00111113,0.00007071
KAL,6,469.5,0.60000000,4.88557214,13,0.00002558,0.00003791,0.00017953
KAN,11,2897.0,0.45454545,3.63626313,11,0.00009506,0.00852787,0.00012419
KAO,1,1854.0,0.00000000,4.12962963,12,0.00000000,0.00111113,0.00006467
KAT,1,90.0,0.00000000,4.25124378,11,0.00000000,0.00020505,0.00004347
KAW,3,510.0,1.00000000,4.61304588,11,0.00000000,0.00009925,0.00008072
KAX,2,54.0,0.00000000,5.36539525,12,0.00110558,0.00000295,0.00013375
KBC,2,80.0,1.00000000,4.89441680,13,0.00000000,0.00002630,0.00005862
KBM,2,96.0,0.00000000,7.71724710,13,0.00220994,0.00000000,0.00024260
KBR,1,5904.0,0.00000000,4.00552792,11,0.00000000,0.00090191,0.00011789
KBT,2,37.0,1.00000000,5.10143726,12,0.00000000,0.00001000,0.00007429
KBV,3,2112.0,1.00000000,3.87810945,10,0.00000000,0.00215672,0.00006977
KCA,1,19.0,0.00000000,5.67910448,13,0.00000000,0.00000222,0.00006355
KCC,2,24.0,1.00000000,4.96351575,13,0.00000000,0.00002157,0.00006596
KCF,1,88.0,0.00000000,4.41100055,11,0.00000000,0.00044642,0.00004321
KCH,12,32375.0,0.39393939,3.82697623,10,0.00099115,0.00278528,0.00067064
KCL,2,64.0,0.00000000,5.21144279,13,0.00027640,0.00000514,0.00013405
KCM,1,297.0,0.00000000,4.48839138,12,0.00000000,0.00061325,0.00004800
KCZ,6,25699.0,0.93333333,3.77114428,11,0.00000001,0.00318693,0.00024618
KDD,1,88.0,0.00000000,5.40906578,12,0.00000000,0.00000842,0.00005808
KDI,2,1137.0,1.00000000,4.90878939,11,0.00000000,0.00002541,0.00008002
KDL,1,51.0,0.00000000,4.50276396,12,0.00000000,0.00039055,0.00004225
KDM,2,370.0,1.00000000,4.44693201,11,0.00000000,0.00039888,0.00005415
KDO,1,162.0,0.00000000,4.44720840,11,0.00000000,0.00039179,0.00004483
KDR,4,234.0,0.33333333,5.72719735,11,0.00027660,0.00000058,0.00019522
KDU,1,826.0,0.00000000,4.23770039,11,0.00000000,0.00057130,0.00005803
KDV,2,136.0,1.00000000,4.42233278,11,0.00000000,0.00010662,0.00006373
KEB,2,32.0,0.00000000,6.21227197,14,0.00000008,0.00000018,0.00012442
KEH,1,200.0,0.00000000,3.97982311,12,0.00000000,0.00114306,0.00004375
KEJ,2,1642.0,1.00000000,3.87562189,11,0.00000000,0.00214872,0.00007989
KEK,2,220.0,0.00000000,5.20729685,13,0.00027640,0.00000506,0.00015516
KEL,3,1794.0,1.00000000,3.67772250,11,0.00000000,0.00622659,0.00005774
KEM,3,3208.0,1.00000000,4.12824765,12,0.00000000,0.00118460,0.00008345
KEP,1,308.0,0.00000000,4.54643449,11,0.00000000,0.00023721,0.00004961
KER,3,1760.0,0.66666667,4.19872858,12,0.00000009,0.00093449,0.00008916
KET,4,1008.0,0.66666667,4.61249309,11,0.00027546,0.00009950,0.00014259
KEW,2,168.0,1.00000000,5.59618574,14,0.00000000,0.00000596,0.00011762
KEX,3,80.0,0.33333333,6.72470978,12,0.00000222,0.00000002,0.00021866
KFG,2,18.0,0.00000000,6.76312880,13,0.00000008,0.00000003,0.00012625
KFP,1,24.0,0.00000000,5.21116639,13,0.00000000,0.00000523,0.00005523
KGA,2,715.0,1.00000000,4.73023770,12,0.00000000,0.00012127,0.00009641
KGB,2,96.0,0.00000000,6.72001106,12,0.00276166,0.00000001,0.00020954
KGC,1,677.0,0.00000000,4.63184080,11,0.00000000,0.00006912,0.00005802
KGD,4,1016.0,0.83333333,3.82172471,11,0.00000240,0.00499869,0.00006175
KGE,2,38.0,1.00000000,5.28275290,10,0.00000000,0.00000426,0.00007860
KGF,6,1743.0,0.73333333,3.60807076,11,0.00000305,0.00736786,0.00009536
KGI,2,3612.0,1.00000000,4.36539525,11,0.00000000,0.00022646,0.00014191
KGJ,1,18.0,0.00000000,5.96213378,13,0.00000000,0.00000071,0.00007218
KGK,2,220.0,0.00000000,5.20729685,13,0.00027640,0.00000506,0.00015516
KGL,8,2410.0,0.46428571,3.76064124,11,0.00112620,0.00410774,0.00021960
KGP,2,1738.0,1.00000000,3.87645108,11,0.00000000,0.00220759,0.00009262
KGS,3,2892.0,0.66666667,3.88280818,11,0.00000012,0.00441730,0.00008156
KGX,2,97.0,0.00000000,6.20563847,14,0.00000015,0.00000009,0.00018529
KHD,1,360.0,0.00000000,4.20011056,12,0.00000000,0.00088124,0.00005025
KHE,1,144.0,0.00000000,3.87700387,11,0.00000000,0.00207153,0.00004478
KHG,1,880.0,0.00000000,4.68131564,12,0.00000000,0.00012470,0.00006347
KHH,20,157931.0,0.29473684,3.54256495,10,0.00174354,0.00698007,0.00152790
KHI,47,74526.0,0.24514339,3.41155334,10,0.00743403,0.02513810,0.00173777
KHM,1,44.0,0.00000000,5.60613599,12,0.00000000,0.00000313,0.00004423
KHN,20,13769.0,0.74210526,3.75317855,11,0.00002516,0.00476755,0.00019298
KHS,1,150.0,0.00000000,4.67412935,11,0.00000000,0.00025917,0.00004389
KHV,16,9000.0,0.32500000,3.60917634,11,0.00068143,0.00653907,0.00030185
KIB,2,16.0,0.00000000,5.21144279,13,0.00027640,0.00000514,0.00008881
KID,5,3806.0,0.40000000,3.61912659,11,0.00005893,0.00580038,0.00009855
KIF,2,238.0,0.00000000,5.59590934,14,0.00015361,0.00000586,0.00014978
KIH,4,1032.0,1.00000000,4.19762300,12,0.00000000,0.00108323,0.00006789
KIJ,12,16990.0,0.54545455,3.70398010,11,0.00006042,0.00451743,0.00019329
KIM,2,1458.0,1.00000000,4.00746269,11,0.00000000,0.00120968,0.00007098
KIN,16,26255.0,0.42500000,3.42454395,11,0.00027875,0.01552451,0.00031231
KIO,2,74.0,1.00000000,5.10143726,12,0.00000000,0.00001000,0.00011684
KIQ,3,32.0,0.33333333,6.72415699,12,0.00000453,0.00000002,0.00016432
KIR,2,1864.0,1.00000000,3.63128800,11,0.00000000,0.00469579,0.00005834
KIS,2,1839.0,1.00000000,4.39248203,12,0.00000000,0.00063970,0.00010638
KIT,1,300.0,0.00000000,4.04256495,11,0.00000000,0.00153900,0.00004575
KIV,18,5564.0,0.72549020,3.51022664,11,0.00001278,0.02702681,0.00012297
KIW,2,263.5,1.00000000,4.97014925,12,0.00000000,0.00005592,0.00006040
KJA,20,14299.0,0.26842105,3.65948038,11,0.00143357,0.00647506,0.00050185
KJP,1,189.0,0.00000000,4.64566059,12,0.00000000,0.00013308,0.00004308
KKA,4,429.0,0.66666667,5.19762300,13,0.00000142,0.00001070,0.00016903
KKC,1,5215.0,0.00000000,3.95715865,11,0.00000000,0.00117187,0.00010524
KKD,2,16.0,1.00000000,4.74295191,10,0.00000000,0.00003026,0.00006850
KKE,1,390.0,0.00000000,4.25124378,11,0.00000000,0.00020505,0.00005017
KKH,2,396.0,0.00000000,6.19320066,14,0.00000008,0.00000019,0.00020730
KKI,2,195.0,0.00000000,6.19347706,14,0.00000015,0.00000009,0.00017948
KKJ,1,2814.0,0.00000000,3.79878386,11,0.00000000,0.00133616,0.00006388
KKN,6,3787.0,0.40000000,5.26810392,13,0.00069124,0.00002255,0.00026111
KKR,2,92.0,1.00000000,4.51575456,12,0.00000000,0.00008981,0.00005123
KKU,2,125.0,1.00000000,5.20757324,13,0.00000000,0.00000515,0.00009642
KKX,2,1260.0,1.00000000,4.66030956,12,0.00000000,0.00014704,0.00005690
KKZ,2,150.0,1.00000000,4.61166390,11,0.00000000,0.00014826,0.00004435
KLG,3,265.0,0.66666667,5.18988391,13,0.00001120,0.00001043,0.00017626
KLL,2,48.0,0.00000000,5.20784964,13,0.00055294,0.00000514,0.00013260
KLO,2,5939.5,1.00000000,4.11885019,10,0.00000000,0.00053546,0.00012767
KLR,3,4538.0,1.00000000,3.89690437,11,0.00000000,0.00344498,0.00009810
KLU,4,3863.5,1.00000000,3.66473190,11,0.00000000,0.00865204,0.00007941
KLV,1,240.0,0.00000000,3.87700387,11,0.00000000,0.00207153,0.00004699
KLW,2,581.0,1.00000000,4.96351575,13,0.00000000,0.00002157,0.00015658
KLX,1,150.0,0.00000000,4.04256495,11,0.00000000,0.00153900,0.00004360
KLZ,2,120.0,0.00000000,5.42454395,13,0.00055294,0.00000371,0.00021167
KMA,5,625.0,0.10000000,4.73852957,10,0.00285208,0.00003032,0.00045700
KMC,1,242.0,0.00000000,5.08789386,12,0.00000000,0.00003099,0.00005585
