Airport,Degree,Strength,Clustering Coefficient,Average Path Length,Maximum Path Length,Betweenness,Eigenvector Centrality,PageRank
LWN,2,120.0,1.00000000,3.87672747,11,0.00000000,0.00218965,0.00004453
LWO,9,2223.0,0.61111111,3.60917634,11,0.00004476,0.00946963,0.00008006
LWS,3,2183.0,0.66666667,3.97871752,12,0.00000018,0.00143445,0.00006757
LWT,2,384.0,0.00000000,4.90049751,13,0.00055294,0.00008504,0.00012703
LWY,3,684.0,1.00000000,4.55527916,11,0.00000000,0.00013990,0.00006597
LXA,5,10207.0,0.30000000,4.45080155,11,0.00001388,0.00056826,0.00017587
LXG,1,200.0,0.00000000,4.93946932,12,0.00000000,0.00002866,0.00005247
LXR,18,19936.0,0.47058824,3.49917081,11,0.00011831,0.02538356,0.00034735
LXS,3,1564.0,1.00000000,4.04063018,11,0.00000000,0.00235791,0.00006396
LYA,6,1443.0,0.66666667,3.94914317,11,0.00002116,0.00186773,0.00006923
LYC,2,1200.0,1.00000000,4.07131012,12,0.00000000,0.00155997,0.00011554
LYG,4,945.0,0.66666667,3.94361526,11,0.00000902,0.00209064,0.00005890
LYH,4,3290.0,1.00000000,3.86539525,12,0.00000000,0.00683278,0.00006422
LYI,4,488.0,0.66666667,4.30679934,11,0.00000002,0.00064563,0.00004690
LYP,7,2366.0,0.85714286,3.93642897,11,0.00000188,0.00412278,0.00009180
LYR,1,1116.0,0.00000000,5.27059149,13,0.00000000,0.00002134,0.00007142
LYS,61,88480.0,0.27978142,3.35323383,11,0.00214230,0.06029555,0.00113244
LZC,1,647.0,0.00000000,4.14289663,12,0.00000000,0.00092595,0.00004820
LZH,1,1015.0,0.00000000,4.31509121,11,0.00000000,0.00027172,0.00005312
LZO,4,1830.0,0.83333333,3.94250967,11,0.00000009,0.00165135,0.00006256
LZR,1,518.0,0.00000000,4.46434494,10,0.00000000,0.00008829,0.00006280
MAA,28,60192.0,0.33333333,3.33112217,10,0.00198483,0.01974422,0.00099152
MAB,5,2317.0,0.40000000,4.92288557,13,0.00002062,0.00008121,0.00015589
MAD,105,511075.0,0.23260073,3.06329464,11,0.01040944,0.10741950,0.00527648
MAF,6,17373.0,0.93333333,3.90105030,12,0.00000006,0.00616917,0.00015733
MAG,6,1768.0,0.53333333,4.73438364,10,0.00111103,0.00003207,0.00062889
MAH,7,10931.5,0.95238095,3.58817026,11,0.00000021,0.01380755,0.00013243
MAJ,19,1570.0,0.04093567,4.10226645,11,0.01326495,0.00055258,0.00112495
MAK,1,50.0,0.00000000,5.55389718,13,0.00000000,0.00000506,0.00006449
MAM,3,2629.0,0.66666667,4.14234384,12,0.00000008,0.00096473,0.00009689
MAN,75,148923.0,0.34414414,3.10171365,11,0.00266965,0.09350991,0.00152004
MAO,17,21867.0,0.14705882,3.91487009,12,0.00711126,0.00408674,0.00081521
MAQ,2,528.0,1.00000000,3.95467109,11,0.00000000,0.00124295,0.00004856
MAR,12,22829.0,0.36363636,3.99226092,12,0.00061143,0.00311637,0.00045588
MAS,3,240.0,0.66666667,4.73770039,10,0.00000325,0.00003089,0.00014125
MAT,3,168.0,0.33333333,4.72940851,12,0.00110558,0.00011879,0.00016876
MAU,1,184.0,0.00000000,5.51409619,13,0.00000000,0.00000165,0.00005787
MAV,1,18.0,0.00000000,5.10171365,12,0.00000000,0.00000982,0.00005247
MAY,1,210.0,0.00000000,4.34715312,12,0.00000000,0.00049036,0.00004550
MAZ,2,1618.0,1.00000000,4.20923162,12,0.00000000,0.00125758,0.00005714
MBA,6,7936.0,0.53333333,4.38944168,12,0.00000212,0.00075352,0.00034224
MBD,1,168.0,0.00000000,4.01216142,11,0.00000000,0.00100089,0.00004493
MBE,2,1764.0,1.00000000,3.79684909,11,0.00000000,0.00150160,0.00005500
MBH,3,462.0,0.66666667,4.33609729,10,0.00000005,0.00020165,0.00006537
MBJ,30,40678.5,0.41609195,3.27224986,11,0.00201930,0.03754104,0.00050732
MBK,2,108.0,0.00000000,6.06965174,14,0.00000502,0.00000040,0.00006928
MBL,1,228.0,0.00000000,4.80624655,13,0.00000000,0.00004360,0.00009360
MBS,5,12047.5,1.00000000,3.76395799,12,0.00000000,0.00814657,0.00012192
MBT,1,245.0,0.00000000,4.11940299,10,0.00000000,0.00043088,0.00004503
MCE,2,570.0,1.00000000,3.73051410,11,0.00000000,0.00185344,0.00005889
MCG,7,242.0,0.09523810,4.21171918,12,0.00230544,0.00028467,0.00023801
MCJ,1,19.0,0.00000000,5.26340520,13,0.00000000,0.00000987,0.00004325
MCK,3,684.0,1.00000000,4.18407960,12,0.00000000,0.00126922,0.00009444
MCM,1,2592.5,0.00000000,4.30044223,12,0.00000000,0.00116778,0.00006618
MCN,2,1916.0,1.00000000,3.91459370,12,0.00000000,0.00220792,0.00005638
MCP,5,4433.0,0.40000000,4.53676064,12,0.00060952,0.00010818,0.00026529
MCT,35,52748.5,0.31596639,3.67468214,10,0.00243041,0.01459408,0.00100432
MCU,1,88.0,0.00000000,3.68711996,11,0.00000000,0.00320197,0.00004239
MCV,1,324.0,0.00000000,4.76865672,11,0.00000000,0.00005289,0.00005823
MCW,2,1768.0,0.00000000,4.04560531,12,0.00055294,0.00138343,0.00013146
MCX,1,924.0,0.00000000,3.87700387,11,0.00000000,0.00207153,0.00006277
MCY,5,3997.0,0.50000000,4.16390271,10,0.00001614,0.00063436,0.00013750
MCZ,5,14528.0,0.80000000,4.09508015,12,0.00000793,0.00118292,0.00025221
MDC,7,4794.0,0.42857143,3.91542289,10,0.00043695,0.00127417,0.00017064
MDE,23,38564.5,0.16996047,3.99419569,12,0.00290486,0.00317125,0.00108299
MDG,2,1066.0,1.00000000,3.95992261,11,0.00000000,0.00179641,0.00005271
MDK,1,108.0,0.00000000,4.73051410,12,0.00000000,0.00011871,0.00004786
MDL,10,8600.0,0.24444444,4.60668878,11,0.00221392,0.00017615,0.00063429
MDQ,3,6024.0,0.66666667,4.10475401,12,0.00000034,0.00066962,0.00016499
MDS,2,144.0,0.00000000,5.65588723,14,0.00000008,0.00000471,0.00008685
MDU,4,235.0,0.33333333,4.74018795,10,0.00128492,0.00003084,0.00015225
MDY,1,115.0,0.00000000,4.11719182,11,0.00000000,0.00053790,0.00004254
MDZ,6,15354.0,0.46666667,4.07573245,12,0.00055525,0.00104579,0.00037430
MED,17,23522.0,0.38235294,3.82697623,11,0.00014288,0.00956123,0.00044564
MEE,3,931.0,1.00000000,4.63184080,11,0.00000000,0.00005803,0.00011964
MEH,5,888.0,0.60000000,6.26506357,14,0.00000031,0.00000122,0.00013053
MEI,4,2534.0,0.50000000,3.91072416,12,0.00001908,0.00331507,0.00008596
MEL,38,249697.5,0.16785206,3.29657269,10,0.01027664,0.00842894,0.00543883
MEM,78,203924.0,0.26773227,3.27529022,11,0.00467375,0.05882709,0.00169044
MES,9,17670.0,0.36111111,3.90436705,10,0.00061779,0.00226970,0.00035589
MEU,5,1047.0,0.50000000,4.96738530,13,0.00028014,0.00004721,0.00012749
MEX,85,346452.5,0.14061625,3.14344942,11,0.01806470,0.05212307,0.00425577
MFA,2,42.0,1.00000000,4.58070757,12,0.00000000,0.00017232,0.00004365
MFE,3,8206.0,1.00000000,3.93117745,12,0.00000000,0.00415311,0.00009543
MFG,1,76.0,0.00000000,4.23770039,11,0.00000000,0.00057130,0.00004298
MFJ,1,8.0,0.00000000,5.41625207,12,0.00000000,0.00000238,0.00004342
MFM,18,39060.0,0.46405229,3.58043118,10,0.00011177,0.00697367,0.00040873
MFO,2,357.0,1.00000000,6.73023770,12,0.00000000,0.00000001,0.00022195
MFR,4,8453.0,1.00000000,3.68407960,11,0.00000000,0.00511198,0.00011166
MFU,3,165.0,0.66666667,4.96987286,12,0.00000031,0.00005660,0.00007356
MFZ,3,117.0,0.33333333,5.72747374,11,0.00027632,0.00000057,0.00012528
MGA,6,12153.0,0.93333333,3.87700387,12,0.00000025,0.00461673,0.00021629
MGB,3,1524.0,0.66666667,4.28800442,11,0.00000119,0.00022156,0.00009565
MGD,2,76.0,1.00000000,5.84770591,14,0.00000000,0.00000213,0.00007975
MGF,3,2130.0,1.00000000,4.09756772,12,0.00000000,0.00098471,0.00007502
MGH,1,392.0,0.00000000,4.01216142,11,0.00000000,0.00100089,0.00004955
MGM,5,8813.0,0.90000000,3.86428966,12,0.00000018,0.00653678,0.00010211
MGN,3,158.0,0.66666667,4.99695965,13,0.00000008,0.00005068,0.00008972
MGQ,3,400.0,1.00000000,4.79933665,12,0.00000000,0.00014729,0.00008893
MGS,1,80.0,0.00000000,4.62631288,12,0.00000000,0.00004907,0.00004988
MGT,3,265.0,1.00000000,5.76506357,12,0.00000000,0.00000102,0.00013423
MGW,3,1444.0,0.66666667,3.99778883,12,0.00000351,0.00329169,0.00007256
MGZ,4,812.0,0.83333333,4.61276949,11,0.00000005,0.00010098,0.00010434
MHD,17,13967.0,0.20588235,3.94029851,11,0.00022864,0.00385405,0.00044776
MHG,2,1214.0,1.00000000,4.32808181,12,0.00000000,0.00314045,0.00005239
MHH,5,3026.0,0.80000000,3.99944721,12,0.00000033,0.00377130,0.00008797
MHK,2,836.0,1.00000000,4.38170260,12,0.00000000,0.00095682,0.00005746
MHQ,5,2537.0,0.80000000,4.02211166,12,0.00000009,0.00282479,0.00007716
MHT,15,44768.0,0.95238095,3.58015478,12,0.00000049,0.02345767,0.00033103
MHX,1,16.0,0.00000000,4.62631288,12,0.00000000,0.00004907,0.00004314
MIA,110,462297.0,0.19933278,3.01603096,11,0.03169743,0.09375706,0.00514277
MID,10,19153.0,0.44444444,3.83001658,12,0.00043824,0.00750105,0.00025492
MII,2,2116.0,1.00000000,4.09839690,12,0.00000000,0.00095507,0.00011177
MIJ,1,45.0,0.00000000,5.10171365,12,0.00000000,0.00000982,0.00006897
MIK,2,432.0,1.00000000,4.12935323,12,0.00000000,0.00113157,0.00006206
MIL,129,391815.5,0.20712209,2.88723051,11,0.01525372,0.12993888,0.00407345
MIM,2,543.0,0.00000000,4.29546711,11,0.00000098,0.00015491,0.00008950
MIR,20,7687.5,0.67368421,3.57960199,11,0.00000804,0.03046154,0.00011568
MIS,3,129.5,0.66666667,4.41293532,9,0.00016548,0.00011861,0.00007086
MIU,2,122.0,1.00000000,4.34024323,12,0.00000000,0.00061722,0.00007457
MJA,2,38.0,1.00000000,5.58208955,13,0.00000000,0.00000200,0.00006405
MJB,2,38.0,0.00000000,5.10116086,12,0.00055294,0.00000982,0.00013885
MJD,4,544.0,0.50000000,4.40961857,11,0.00055294,0.00047417,0.00012088
MJE,2,38.0,0.00000000,6.09480376,13,0.00000062,0.00000036,0.00009307
MJF,5,2035.0,0.70000000,4.89441680,12,0.00000052,0.00008192,0.00010567
MJK,4,227.0,0.83333333,4.36788281,11,0.00000009,0.00016609,0.00006514
MJL,2,244.0,1.00000000,4.50248756,12,0.00000000,0.00027190,0.00005888
MJM,3,1512.0,0.66666667,4.72470978,12,0.00000070,0.00014392,0.00016199
MJN,14,1128.0,0.15384615,4.56799337,12,0.00225784,0.00017353,0.00042606
MJT,5,5227.0,0.60000000,4.04007739,11,0.00000031,0.00242665,0.00012063
MJV,5,1410.0,0.90000000,3.66417910,11,0.00000002,0.00939035,0.00005380
MJZ,1,276.0,0.00000000,3.87700387,11,0.00000000,0.00207153,0.00004782
MKC,59,210132.0,0.41145529,3.38253179,11,0.00378736,0.05285505,0.00166479
MKE,51,116661.5,0.45019608,3.41652847,11,0.00072194,0.04834284,0.00087370
MKG,4,2245.0,0.83333333,3.78993919,12,0.00000059,0.00512977,0.00005603
MKK,3,5256.0,1.00000000,4.11663903,11,0.00000000,0.00070528,0.00010369
MKL,2,1292.0,0.00000000,4.27418463,12,0.00055294,0.00104555,0.00012741
MKM,4,494.0,1.00000000,4.82338308,11,0.00000000,0.00009251,0.00005320
MKN,2,78.0,0.00000000,6.72968491,12,0.00000015,0.00000002,0.00012217
MKP,2,92.0,1.00000000,4.51575456,12,0.00000000,0.00008972,0.00005638
MKQ,1,288.0,0.00000000,6.90547264,13,0.00000000,0.00000002,0.00007465
MKR,2,57.0,1.00000000,4.36954118,11,0.00000000,0.00016019,0.00007351
MKS,2,108.0,1.00000000,4.43228303,12,0.00000000,0.00034434,0.00006358
MKU,1,19.0,0.00000000,4.50331675,12,0.00000000,0.00026669,0.00004265
MKY,4,6369.0,0.33333333,4.33471531,10,0.00010742,0.00021281,0.00026185
MKZ,1,250.0,0.00000000,4.99060254,12,0.00000000,0.00002068,0.00004903
MLA,46,23660.0,0.51497585,3.37147595,11,0.00088362,0.06577434,0.00035926
MLB,4,8386.0,1.00000000,3.67882808,12,0.00000000,0.00781942,0.00009604
MLE,17,15368.0,0.39705882,3.44776119,10,0.00228319,0.02206167,0.00037627
MLI,10,15189.0,0.86666667,3.69016031,12,0.00000202,0.01242619,0.00014491
MLL,2,226.0,1.00000000,5.19264787,13,0.00000000,0.00000537,0.00012311
MLM,15,12741.5,0.43809524,3.61415146,11,0.00070089,0.00891005,0.00021262
MLO,1,126.0,0.00000000,4.04256495,11,0.00000000,0.00153900,0.00004326
MLS,2,431.5,0.00000000,4.90049751,13,0.00022742,0.00008508,0.00011238
MLU,12,8309.0,0.54545455,3.85406302,12,0.00004083,0.00843317,0.00011699
MLW,7,2675.0,0.57142857,3.49530127,11,0.00006036,0.00780425,0.00009883
MLX,2,1386.0,1.00000000,3.97733554,12,0.00000000,0.00251840,0.00006639
MLY,2,15.0,1.00000000,4.89496960,13,0.00000000,0.00002628,0.00007365
MMA,11,28568.0,0.45454545,3.57241570,11,0.00008195,0.01304796,0.00038836
MMB,4,15982.0,0.83333333,3.77473742,11,0.00000001,0.00283333,0.00016548
MMD,2,259.0,1.00000000,4.64538419,12,0.00000000,0.00013549,0.00007403
MME,5,6087.5,0.90000000,3.60724157,11,0.00000042,0.00842767,0.00010005
MMG,1,64.0,0.00000000,4.36981758,11,0.00000000,0.00015734,0.00004327
MMJ,4,2958.0,1.00000000,3.91044776,11,0.00000000,0.00137344,0.00006388
MMK,5,2616.0,0.30000000,3.86124931,11,0.00044333,0.00312952,0.00010589
MMO,1,168.0,0.00000000,5.30541736,13,0.00000000,0.00001411,0.00005439
MMP,2,94.5,1.00000000,4.99723604,13,0.00000000,0.00004981,0.00005828
MMY,5,15799.0,0.70000000,3.77252626,11,0.00024608,0.00243665,0.00021306
MNB,2,84.0,1.00000000,5.72857933,13,0.00000000,0.00000215,0.00013282
MNF,1,919.0,0.00000000,4.42509674,11,0.00000000,0.00010424,0.00008555
MNG,4,665.0,0.50000000,4.76672195,11,0.00117355,0.00005299,0.00021473
MNJ,3,231.0,0.33333333,4.58512991,12,0.00027616,0.00010682,0.00014973
MNL,67,200387.0,0.11216644,3.11995578,9,0.03473558,0.02425999,0.00343814
MNR,2,42.0,1.00000000,4.97097844,12,0.00000000,0.00003770,0.00005599
MNS,1,21.0,0.00000000,5.00718629,12,0.00000000,0.00001889,0.00004500
MNT,2,15.0,1.00000000,4.89496960,13,0.00000000,0.00002628,0.00007365
MNU,3,349.0,1.00000000,4.61304588,11,0.00000000,0.00009925,0.00007473
MNY,2,19.0,1.00000000,6.28054174,11,0.00000000,0.00000008,0.00007614
MOA,1,48.0,0.00000000,4.53786622,12,0.00000000,0.00031802,0.00004340
MOB,9,17360.0,0.94444444,3.70867883,12,0.00000018,0.01330998,0.00015605
MOC,1,600.0,0.00000000,5.08374793,13,0.00000000,0.00003028,0.00005008
MOD,1,1020.0,0.00000000,3.90657822,11,0.00000000,0.00148686,0.00004858
MOG,2,220.0,1.00000000,5.60917634,12,0.00000000,0.00000371,0.00006097
MOI,3,48.0,0.66666667,4.62576009,12,0.00000008,0.00005085,0.00005922
MOL,4,7979.0,1.00000000,4.28247651,12,0.00000000,0.00132962,0.00014545
MON,4,1122.0,0.66666667,4.56329464,11,0.00002904,0.00009018,0.00008590
MOQ,6,701.0,0.26666667,4.58291874,12,0.00110438,0.00010886,0.00022622
MOT,1,2310.0,0.00000000,4.04615810,12,0.00000000,0.00138299,0.00006006
MOU,2,330.0,1.00000000,5.20093975,13,0.00000000,0.00000542,0.00020129
MOW,186,217145.0,0.09584423,2.87755666,10,0.05221081,0.11664480,0.00588372
MOZ,4,3672.0,1.00000000,4.51492537,12,0.00000000,0.00009306,0.00030823
MPA,1,57.0,0.00000000,4.60834715,12,0.00000000,0.00013167,0.00004356
MPH,1,980.0,0.00000000,4.11940299,10,0.00000000,0.00043088,0.00005573
MPK,3,5572.0,1.00000000,3.83720287,11,0.00000000,0.00128184,0.00008968
MPL,15,25346.5,0.61904762,3.55914870,11,0.00003552,0.01441672,0.00031325
MPM,11,7222.5,0.29090909,3.77805417,11,0.00137251,0.00441150,0.00035581
MPN,2,724.0,0.00000000,6.48009950,15,0.00110558,0.00000033,0.00017910
MPU,2,45.0,1.00000000,5.73355445,11,0.00000000,0.00000112,0.00006279
MPW,1,144.0,0.00000000,4.26285240,12,0.00000000,0.00114528,0.00004419
MPY,2,725.0,1.00000000,4.66113875,12,0.00000000,0.00006533,0.00007237
MQF,4,1044.0,0.83333333,3.87479270,11,0.00000009,0.00237619,0.00006768
MQL,2,1769.0,1.00000000,4.28828082,11,0.00000000,0.00021883,0.00007539
MQM,1,395.0,0.00000000,4.48839138,12,0.00000000,0.00061325,0.00005016
MQN,6,2294.0,0.53333333,4.89414041,12,0.00000166,0.00008262,0.00011678
MQT,5,1959.0,0.60000000,3.90464345,12,0.00002050,0.00397038,0.00007606
MQX,3,1550.0,0.00000000,4.43117745,12,0.00082834,0.00033844,0.00020971
MQZ,2,56.0,1.00000000,4.36954118,11,0.00000000,0.00016019,0.00007349
MRA,2,556.0,1.00000000,4.65505804,12,0.00000000,0.00033360,0.00006367
MRD,4,4933.0,0.50000000,4.26838032,12,0.00017273,0.00078135,0.00014542
MRE,3,434.0,0.66666667,4.39331122,12,0.00000015,0.00049146,0.00007614
MRQ,1,63.0,0.00000000,4.11940299,10,0.00000000,0.00043088,0.00004238
MRS,47,89135.0,0.29047179,3.48479823,11,0.00031942,0.04169098,0.00114781
MRU,31,28764.0,0.34623656,3.19817579,10,0.00494594,0.03515711,0.00068612
MRV,17,5600.0,0.38235294,3.86428966,11,0.00002758,0.00526645,0.00018997
MRY,3,8985.0,1.00000000,3.71862908,11,0.00000000,0.00458014,0.00010716
MRZ,4,594.0,0.50000000,4.18380321,10,0.00002843,0.00048584,0.00008677
MSA,3,248.0,0.33333333,5.59590934,14,0.00055225,0.00000596,0.00019431
MSH,1,150.0,0.00000000,5.67302377,12,0.00000000,0.00000460,0.00009173
MSJ,3,10444.0,1.00000000,3.77556661,11,0.00000000,0.00241067,0.00012413
MSL,1,646.0,0.00000000,5.27363184,13,0.00000000,0.00001858,0.00009558
MSN,11,27208.0,0.80000000,3.71365395,12,0.00000603,0.01374627,0.00023050
MSO,7,8110.5,0.90476190,3.91514649,12,0.00000409,0.00357361,0.00013370
MSP,116,520027.0,0.18620690,3.04671089,11,0.02367181,0.07783928,0.00494359
MSQ,22,5659.0,0.52380952,3.49170813,11,0.00005763,0.02954313,0.00012441
MSR,1,693.0,0.00000000,4.48839138,12,0.00000000,0.00061325,0.00005673
MSS,2,332.5,1.00000000,5.14427861,13,0.00000000,0.00002575,0.00012765
MST,4,3143.0,1.00000000,3.58927584,11,0.00000000,0.01135813,0.00007038
MSU,1,532.0,0.00000000,4.01216142,11,0.00000000,0.00100089,0.00005244
MSY,42,155178.5,0.67479675,3.39220564,11,0.00020078,0.04987947,0.00108773
MTF,2,108.0,1.00000000,6.42620232,14,0.00000000,0.00000011,0.00017081
MTJ,2,1566.0,1.00000000,4.13598673,12,0.00000000,0.00249648,0.00005341
MTL,2,352.0,0.00000000,4.23300166,11,0.00110558,0.00029023,0.00014872
MTM,1,272.0,0.00000000,4.96379215,13,0.00000000,0.00002119,0.00007784
MTO,1,228.0,0.00000000,4.78966280,13,0.00000000,0.00007297,0.00005905
MTR,5,4300.5,0.70000000,4.26147043,12,0.00007766,0.00065185,0.00013523
MTS,3,871.0,1.00000000,4.01077944,11,0.00000000,0.00111582,0.00006043
MTT,2,2541.0,1.00000000,4.14234384,12,0.00000000,0.00099776,0.00006814
MTV,2,38.0,1.00000000,8.06495301,14,0.00000000,0.00000000,0.00016770
MTY,30,72585.5,0.26896552,3.69043671,12,0.00141587,0.01370824,0.00084678
MUA,3,247.0,1.00000000,5.28247651,10,0.00000000,0.00000434,0.00029524
MUB,5,1466.0,0.40000000,4.00856827,11,0.00055409,0.00117912,0.00012839
MUC,143,351832.5,0.19639515,2.98175788,11,0.00858574,0.13776386,0.00366585
MUE,2,112.0,1.00000000,4.11691542,11,0.00000000,0.00069078,0.00004246
MUK,2,80.0,1.00000000,4.62603648,12,0.00000000,0.00004997,0.00006498
MUN,3,7450.0,0.66666667,4.26865672,12,0.00000016,0.00074967,0.00018796
MUR,3,608.0,0.66666667,4.99253731,12,0.00000008,0.00002064,0.00012256
MUW,1,80.0,0.00000000,4.44610282,12,0.00000000,0.00073577,0.00004348
MUX,6,4226.0,0.46666667,3.96296296,11,0.00050115,0.00248910,0.00014225
MVB,1,520.0,0.00000000,4.50331675,12,0.00000000,0.00026669,0.00007412
MVD,10,19582.0,0.42222222,3.95135434,12,0.00006441,0.00325920,0.00040149
MVR,4,618.0,0.50000000,4.60060807,12,0.00000472,0.00021474,0.00008879
MVS,1,250.0,0.00000000,5.09646213,13,0.00000000,0.00001724,0.00006404
MVT,2,66.0,1.00000000,4.51575456,12,0.00000000,0.00008969,0.00005366
MVY,6,1998.0,0.46666667,4.04477612,12,0.00010114,0.00265245,0.00009265
MWA,1,494.0,0.00000000,4.14317302,12,0.00000000,0.00138386,0.00004467
MWE,1,21.0,0.00000000,5.05555556,12,0.00000000,0.00003406,0.00004408
MWF,2,57.0,1.00000000,6.06854616,12,0.00000000,0.00000066,0.00009180
MWH,2,740.0,1.00000000,3.97954671,12,0.00000000,0.00116374,0.00005463
MWI,1,38.0,0.00000000,5.73272526,11,0.00000000,0.00000064,0.00005245
MWU,2,27.0,1.00000000,5.73438364,11,0.00000000,0.00000058,0.00008034
MWZ,9,2479.0,0.41666667,4.38584854,12,0.00059367,0.00096610,0.00023451
MXH,3,262.5,0.66666667,4.41514649,9,0.00003633,0.00011866,0.00010929
MXK,2,32.0,0.00000000,5.72553897,11,0.00110558,0.00000059,0.00013720
MXL,6,8057.0,0.86666667,3.69098950,11,0.00000456,0.00365222,0.00011986
MXM,3,76.0,0.66666667,5.58126036,13,0.00000017,0.00000390,0.00008153
MXS,3,395.0,0.33333333,4.63101161,12,0.00055294,0.00004870,0.00011212
MXT,8,190.0,0.25000000,4.58043118,12,0.00130395,0.00011209,0.00025706
MXV,2,150.0,1.00000000,4.62189055,12,0.00000000,0.00010167,0.00008854
MXW,2,100.0,1.00000000,4.62189055,12,0.00000000,0.00010167,0.00008561
MXX,1,418.0,0.00000000,4.07158651,12,0.00000000,0.00153227,0.00004645
MXZ,2,780.0,1.00000000,3.83195135,11,0.00000000,0.00128797,0.00004996
MYA,2,820.0,0.00000000,4.23355445,11,0.00000668,0.00029289,0.00010715
MYC,2,228.0,0.00000000,5.19955777,13,0.00000011,0.00004699,0.00004664
MYD,3,1185.0,0.66666667,4.39358762,12,0.00000008,0.00049160,0.00011585
MYE,1,896.0,0.00000000,3.79878386,11,0.00000000,0.00133616,0.00004860
MYG,2,150.0,1.00000000,4.34687673,12,0.00000000,0.00051621,0.00006729
MYI,2,108.0,1.00000000,5.45826423,11,0.00000000,0.00000160,0.00010400
MYJ,10,36178.0,0.77777778,3.71033720,11,0.00000905,0.00441399,0.00033074
MYR,13,20297.0,0.84615385,3.63598673,12,0.00000830,0.01752311,0.00017838
MYT,3,598.0,0.33333333,5.60530680,12,0.00055294,0.00000319,0.00016975
MYU,2,234.0,1.00000000,5.19541183,13,0.00000000,0.00000528,0.00012939
MYW,2,436.0,1.00000000,4.58430072,12,0.00000000,0.00012203,0.00008300
MYX,2,48.0,0.00000000,5.72360420,11,0.00001074,0.00000060,0.00010821
MYY,13,15038.0,0.24358974,3.99364290,11,0.00245779,0.00112141,0.00054113
MZG,6,24965.5,0.40000000,4.06578220,11,0.00003373,0.00055582,0.00027305
MZI,3,243.0,0.33333333,4.64427861,12,0.00165792,0.00012539,0.00016569
MZL,3,3233.5,1.00000000,4.26229961,12,0.00000000,0.00060115,0.00010959
MZO,1,96.0,0.00000000,4.19762300,12,0.00000000,0.00076451,0.00004330
MZT,16,15487.0,0.56666667,3.58457711,11,0.00014145,0.01106562,0.00019708
MZV,1,456.0,0.00000000,4.99309011,12,0.00000000,0.00001992,0.00005541
NAA,2,540.0,1.00000000,4.23272526,11,0.00000000,0.00029876,0.00008047
NAG,5,3213.0,0.80000000,4.07103372,11,0.00000069,0.00187349,0.00010663
NAJ,1,76.0,0.00000000,3.87700387,11,0.00000000,0.00207153,0.00004321
NAK,1,924.0,0.00000000,3.95715865,11,0.00000000,0.00117187,0.00005276
NAL,1,770.0,0.00000000,3.87700387,11,0.00000000,0.00207153,0.00005922
NAN,25,18500.0,0.21000000,3.42564953,10,0.01227781,0.00586829,0.00103999
NAP,23,51185.5,0.62055336,3.49198452,11,0.00005317,0.03430606,0.00050770
NAS,38,43174.0,0.16642959,3.34770591,11,0.00745948,0.02760325,0.00097824
NAT,10,18269.0,0.60000000,4.04892206,12,0.00019285,0.00280082,0.00031942
NAV,1,300.0,0.00000000,3.98065229,12,0.00000000,0.00190515,0.00004565
NAW,1,1043.0,0.00000000,4.31370923,11,0.00000000,0.00024916,0.00005373
NBC,6,952.0,0.60000000,3.87506910,11,0.00000026,0.00251132,0.00007191
NBO,47,58163.0,0.17668825,3.39469320,11,0.00941987,0.02644154,0.00232935
NCA,2,144.0,0.00000000,4.65754561,13,0.00027617,0.00013140,0.00008252
NCE,54,129932.5,0.40111810,3.30099502,11,0.00179836,0.06575647,0.00145932
NCH,1,42.0,0.00000000,4.58457711,12,0.00000000,0.00011986,0.00004359
NCL,21,30912.0,0.49047619,3.51934771,11,0.00013927,0.02398793,0.00035072
NCU,3,2438.0,0.66666667,3.86235489,11,0.00001768,0.00279933,0.00010673
NCY,1,1120.0,0.00000000,3.68711996,11,0.00000000,0.00320197,0.00005329
NDB,2,316.0,0.00000000,4.49640685,12,0.00000072,0.00080542,0.00005481
NDG,1,316.0,0.00000000,4.07573245,11,0.00000000,0.00066519,0.00004453
NDI,2,8.0,0.00000000,5.73659480,11,0.00082880,0.00000054,0.00011793
NDJ,11,3213.0,0.32727273,3.62741846,11,0.00042937,0.00526508,0.00017077
NDK,2,19.0,1.00000000,5.10143726,12,0.00000000,0.00001000,0.00008230
NDR,5,526.0,0.80000000,3.59673853,11,0.00000010,0.01079426,0.00004676
NDY,3,88.0,0.66666667,5.57573245,13,0.00000008,0.00000684,0.00008400
NDZ,3,224.0,0.00000000,4.37534549,12,0.00165822,0.00144060,0.00026276
NEC,2,95.0,1.00000000,4.10641238,12,0.00000000,0.00065611,0.00004810
NEG,2,807.5,1.00000000,4.26699834,12,0.00000000,0.00094268,0.00004997
NER,5,1460.0,0.70000000,3.86622443,11,0.00026940,0.00256478,0.00010169
NEV,5,1112.0,0.50000000,4.33139856,12,0.00000046,0.00079142,0.00005963
NFG,2,108.0,0.00000000,4.77667219,12,0.00000003,0.00020299,0.00004615
NFO,1,19.0,0.00000000,5.92675511,13,0.00000000,0.00000057,0.00004578
NGA,2,216.0,0.00000000,5.23079049,12,0.00055294,0.00000516,0.00023003
NGB,21,15831.0,0.77619048,3.75345495,11,0.00000282,0.00506964,0.00020476
NGE,2,148.0,1.00000000,4.63681592,12,0.00000000,0.00012076,0.00005034
NGI,1,24.0,0.00000000,5.41625207,12,0.00000000,0.00000238,0.00004733
